Level,DivNum,DivisionName,Subject,Subgroup,20132014PassRate,20142015PassRate,20152016PassRate
Div,54,Louisa County ,English: Reading,Economically Disadvantaged,63,70,68
Div,54,Louisa County ,English: Writing,Economically Disadvantaged,64,77,76
Div,54,Louisa County ,History and Social Sciences,Economically Disadvantaged,80,82,82
Div,54,Louisa County ,Mathematics,Economically Disadvantaged,67,73,73
Div,54,Louisa County ,Science,Economically Disadvantaged,76,81,80
Div,54,Louisa County ,English: Reading,Female,77,81,82
Div,54,Louisa County ,English: Writing,Female,83,89,87
Div,54,Louisa County ,History and Social Sciences,Female,87,87,87
Div,54,Louisa County ,Mathematics,Female,78,84,84
Div,54,Louisa County ,Science,Female,85,88,87
Div,54,Louisa County ,English: Reading,Black,60,68,65
Div,54,Louisa County ,English: Writing,Black,63,82,71
Div,54,Louisa County ,History and Social Sciences,Black,79,83,82
Div,54,Louisa County ,Mathematics,Black,65,71,71
Div,54,Louisa County ,Science,Black,68,75,78
Div,54,Louisa County ,English: Reading,Hispanic,64,71,73
Div,54,Louisa County ,English: Writing,Hispanic,67,78,72
Div,54,Louisa County ,History and Social Sciences,Hispanic,83,82,88
Div,54,Louisa County ,Mathematics,Hispanic,80,77,80
Div,54,Louisa County ,Science,Hispanic,71,74,86
Div,54,Louisa County ,English: Reading,Limited English Proficient,27,53,61
Div,54,Louisa County ,English: Writing,Limited English Proficient,<,55,<
Div,54,Louisa County ,History and Social Sciences,Limited English Proficient,<,68,80
Div,54,Louisa County ,Mathematics,Limited English Proficient,58,73,80
Div,54,Louisa County ,Science,Limited English Proficient,<,59,83
Div,54,Louisa County ,English: Reading,Male,69,75,75
Div,54,Louisa County ,English: Writing,Male,68,77,77
Div,54,Louisa County ,History and Social Sciences,Male,88,89,90
Div,54,Louisa County ,Mathematics,Male,73,78,78
Div,54,Louisa County ,Science,Male,83,87,87
Div,54,Louisa County ,English: Reading,Students with Disabilities,37,38,39
Div,54,Louisa County ,English: Writing,Students with Disabilities,37,46,50
Div,54,Louisa County ,History and Social Sciences,Students with Disabilities,62,62,66
Div,54,Louisa County ,Mathematics,Students with Disabilities,43,48,44
Div,54,Louisa County ,Science,Students with Disabilities,58,60,59
Div,54,Louisa County ,English: Reading,White,78,81,83
Div,54,Louisa County ,English: Writing,White,80,84,85
Div,54,Louisa County ,History and Social Sciences,White,89,89,90
Div,54,Louisa County ,Mathematics,White,79,84,84
Div,54,Louisa County ,Science,White,89,91,89
Div,55,Lunenburg County ,English: Reading,All Students,65,72,71
Div,55,Lunenburg County ,English: Writing,All Students,69,81,74
Div,55,Lunenburg County ,History and Social Sciences,All Students,76,78,77
Div,55,Lunenburg County ,Mathematics,All Students,60,65,64
Div,55,Lunenburg County ,Science,All Students,76,80,81
Div,55,Lunenburg County ,English: Reading,Asian,<,<,<
Div,55,Lunenburg County ,English: Writing,Asian,,<,
Div,55,Lunenburg County ,History and Social Sciences,Asian,<,<,<
Div,55,Lunenburg County ,Mathematics,Asian,<,<,<
Div,55,Lunenburg County ,Science,Asian,,<,<
Div,55,Lunenburg County ,English: Reading,Economically Disadvantaged,56,65,63
Div,55,Lunenburg County ,English: Writing,Economically Disadvantaged,57,77,63
Div,55,Lunenburg County ,History and Social Sciences,Economically Disadvantaged,71,73,72
Div,55,Lunenburg County ,Mathematics,Economically Disadvantaged,52,58,57
Div,55,Lunenburg County ,Science,Economically Disadvantaged,70,74,74
Div,55,Lunenburg County ,English: Reading,Female,68,74,77
Div,55,Lunenburg County ,English: Writing,Female,77,84,77
Div,55,Lunenburg County ,History and Social Sciences,Female,76,77,76
Div,55,Lunenburg County ,Mathematics,Female,61,70,69
Div,55,Lunenburg County ,Science,Female,81,79,82
Div,55,Lunenburg County ,English: Reading,Black,51,61,62
Div,55,Lunenburg County ,English: Writing,Black,52,71,62
Div,55,Lunenburg County ,History and Social Sciences,Black,65,65,68
Div,55,Lunenburg County ,Mathematics,Black,46,52,48
Div,55,Lunenburg County ,Science,Black,60,65,67
Div,55,Lunenburg County ,English: Reading,Hispanic,57,63,67
Div,55,Lunenburg County ,English: Writing,Hispanic,61,<,<
Div,55,Lunenburg County ,History and Social Sciences,Hispanic,87,92,75
Div,55,Lunenburg County ,Mathematics,Hispanic,62,69,68
Div,55,Lunenburg County ,Science,Hispanic,82,74,63
Div,55,Lunenburg County ,English: Reading,Limited English Proficient,36,48,60
Div,55,Lunenburg County ,English: Writing,Limited English Proficient,<,<,
Div,55,Lunenburg County ,History and Social Sciences,Limited English Proficient,75,<,80
Div,55,Lunenburg County ,Mathematics,Limited English Proficient,46,58,58
Div,55,Lunenburg County ,Science,Limited English Proficient,77,64,53
Div,55,Lunenburg County ,English: Reading,Male,63,70,66
Div,55,Lunenburg County ,English: Writing,Male,63,79,71
Div,55,Lunenburg County ,History and Social Sciences,Male,76,79,78
Div,55,Lunenburg County ,Mathematics,Male,58,59,59
Div,55,Lunenburg County ,Science,Male,72,81,79
Div,55,Lunenburg County ,English: Reading,Students with Disabilities,20,26,23
Div,55,Lunenburg County ,English: Writing,Students with Disabilities,15,16,35
Div,55,Lunenburg County ,History and Social Sciences,Students with Disabilities,32,35,40
Div,55,Lunenburg County ,Mathematics,Students with Disabilities,19,24,24
Div,55,Lunenburg County ,Science,Students with Disabilities,28,36,36
Div,55,Lunenburg County ,English: Reading,White,76,79,78
Div,55,Lunenburg County ,English: Writing,White,81,88,82
Div,55,Lunenburg County ,History and Social Sciences,White,83,85,82
Div,55,Lunenburg County ,Mathematics,White,69,73,76
Div,55,Lunenburg County ,Science,White,86,90,90
Div,115,Lynchburg City ,English: Reading,All Students,60,67,69
Div,115,Lynchburg City ,English: Writing,All Students,66,65,61
Div,115,Lynchburg City ,History and Social Sciences,All Students,75,80,78
Div,115,Lynchburg City ,Mathematics,All Students,54,64,68
Div,115,Lynchburg City ,Science,All Students,66,68,72
Div,115,Lynchburg City ,English: Reading,Asian,79,80,82
Div,115,Lynchburg City ,English: Writing,Asian,91,83,79
Div,115,Lynchburg City ,History and Social Sciences,Asian,90,91,94
Div,115,Lynchburg City ,Mathematics,Asian,86,88,95
Div,115,Lynchburg City ,Science,Asian,86,89,96
Div,115,Lynchburg City ,English: Reading,Economically Disadvantaged,49,56,57
Div,115,Lynchburg City ,English: Writing,Economically Disadvantaged,55,50,52
Div,115,Lynchburg City ,History and Social Sciences,Economically Disadvantaged,66,71,68
Div,115,Lynchburg City ,Mathematics,Economically Disadvantaged,43,55,58
Div,115,Lynchburg City ,Science,Economically Disadvantaged,55,55,61
Div,115,Lynchburg City ,English: Reading,Female,64,71,72
Div,115,Lynchburg City ,English: Writing,Female,71,71,67
Div,115,Lynchburg City ,History and Social Sciences,Female,74,80,77
Div,115,Lynchburg City ,Mathematics,Female,56,67,70
Div,115,Lynchburg City ,Science,Female,65,67,71
Div,115,Lynchburg City ,English: Reading,Black,44,53,55
Div,115,Lynchburg City ,English: Writing,Black,51,50,47
Div,115,Lynchburg City ,History and Social Sciences,Black,63,68,66
Div,115,Lynchburg City ,Mathematics,Black,40,52,56
Div,115,Lynchburg City ,Science,Black,50,51,58
Div,115,Lynchburg City ,English: Reading,Hispanic,67,74,73
Div,115,Lynchburg City ,English: Writing,Hispanic,83,66,63
Div,115,Lynchburg City ,History and Social Sciences,Hispanic,80,82,85
Div,115,Lynchburg City ,Mathematics,Hispanic,64,67,75
Div,115,Lynchburg City ,Science,Hispanic,79,77,69
Div,115,Lynchburg City ,English: Reading,Limited English Proficient,53,45,48
Div,115,Lynchburg City ,English: Writing,Limited English Proficient,40,21,38
Div,115,Lynchburg City ,History and Social Sciences,Limited English Proficient,75,59,84
Div,115,Lynchburg City ,Mathematics,Limited English Proficient,62,66,77
Div,115,Lynchburg City ,Science,Limited English Proficient,62,63,56
Div,115,Lynchburg City ,English: Reading,Male,57,63,67
Div,115,Lynchburg City ,English: Writing,Male,61,60,56
Div,115,Lynchburg City ,History and Social Sciences,Male,77,80,79
Div,115,Lynchburg City ,Mathematics,Male,52,62,66
Div,115,Lynchburg City ,Science,Male,67,70,74
Div,115,Lynchburg City ,English: Reading,Students with Disabilities,30,29,32
Div,115,Lynchburg City ,English: Writing,Students with Disabilities,29,27,30
Div,115,Lynchburg City ,History and Social Sciences,Students with Disabilities,48,57,49
Div,115,Lynchburg City ,Mathematics,Students with Disabilities,26,30,35
Div,115,Lynchburg City ,Science,Students with Disabilities,37,39,39
Div,115,Lynchburg City ,English: Reading,White,80,85,88
Div,115,Lynchburg City ,English: Writing,White,82,83,79
Div,115,Lynchburg City ,History and Social Sciences,White,90,93,91
Div,115,Lynchburg City ,Mathematics,White,71,78,83
Div,115,Lynchburg City ,Science,White,86,87,89
Div,56,Madison County ,English: Reading,All Students,70,72,73
Div,56,Madison County ,English: Writing,All Students,70,79,82
Div,56,Madison County ,History and Social Sciences,All Students,83,83,83
Div,56,Madison County ,Mathematics,All Students,69,76,78
Div,56,Madison County ,Science,All Students,70,79,79
Div,56,Madison County ,English: Reading,Asian,<,<,<
Div,56,Madison County ,English: Writing,Asian,<,,<
Div,56,Madison County ,History and Social Sciences,Asian,<,<,<
Div,56,Madison County ,Mathematics,Asian,<,<,<
Div,56,Madison County ,Science,Asian,<,<,<
Div,56,Madison County ,English: Reading,Economically Disadvantaged,58,61,59
Div,56,Madison County ,English: Writing,Economically Disadvantaged,53,66,74
Div,56,Madison County ,History and Social Sciences,Economically Disadvantaged,75,73,73
Div,56,Madison County ,Mathematics,Economically Disadvantaged,60,67,67
Div,56,Madison County ,Science,Economically Disadvantaged,57,69,69
Div,56,Madison County ,English: Reading,Female,74,75,74
Div,56,Madison County ,English: Writing,Female,78,86,86
Div,56,Madison County ,History and Social Sciences,Female,83,83,81
Div,56,Madison County ,Mathematics,Female,72,78,79
Div,56,Madison County ,Science,Female,67,78,78
Div,56,Madison County ,English: Reading,Black,51,60,51
Div,56,Madison County ,English: Writing,Black,42,72,78
Div,56,Madison County ,History and Social Sciences,Black,69,76,71
Div,56,Madison County ,Mathematics,Black,57,66,65
Div,56,Madison County ,Science,Black,44,64,56
Div,56,Madison County ,English: Reading,Hispanic,67,63,80
Div,56,Madison County ,English: Writing,Hispanic,60,73,90
Div,56,Madison County ,History and Social Sciences,Hispanic,89,81,85
Div,56,Madison County ,Mathematics,Hispanic,76,80,84
Div,56,Madison County ,Science,Hispanic,65,73,82
Div,56,Madison County ,English: Reading,Limited English Proficient,<,<,<
Div,56,Madison County ,English: Writing,Limited English Proficient,<,<,
Div,56,Madison County ,History and Social Sciences,Limited English Proficient,<,<,<
Div,56,Madison County ,Mathematics,Limited English Proficient,<,70,<
Div,56,Madison County ,Science,Limited English Proficient,<,<,<
Div,56,Madison County ,English: Reading,Male,65,69,71
Div,56,Madison County ,English: Writing,Male,61,72,79
Div,56,Madison County ,History and Social Sciences,Male,82,83,86
Div,56,Madison County ,Mathematics,Male,65,74,76
Div,56,Madison County ,Science,Male,72,79,80
Div,56,Madison County ,English: Reading,Students with Disabilities,31,29,37
Div,56,Madison County ,English: Writing,Students with Disabilities,24,33,42
Div,56,Madison County ,History and Social Sciences,Students with Disabilities,42,42,40
Div,56,Madison County ,Mathematics,Students with Disabilities,29,33,44
Div,56,Madison County ,Science,Students with Disabilities,36,33,41
Div,56,Madison County ,English: Reading,White,72,73,74
Div,56,Madison County ,English: Writing,White,73,79,82
Div,56,Madison County ,History and Social Sciences,White,84,83,84
Div,56,Madison County ,Mathematics,White,70,76,79
Div,56,Madison County ,Science,White,73,80,81
Div,143,Manassas City ,English: Reading,All Students,66,72,73
Div,143,Manassas City ,English: Writing,All Students,70,72,72
Div,143,Manassas City ,History and Social Sciences,All Students,77,80,80
Div,143,Manassas City ,Mathematics,All Students,71,78,78
Div,143,Manassas City ,Science,All Students,74,74,73
Div,143,Manassas City ,English: Reading,Asian,83,86,87
Div,143,Manassas City ,English: Writing,Asian,86,92,76
Div,143,Manassas City ,History and Social Sciences,Asian,90,93,94
Div,143,Manassas City ,Mathematics,Asian,85,95,94
Div,143,Manassas City ,Science,Asian,85,89,90
Div,143,Manassas City ,English: Reading,Economically Disadvantaged,55,63,65
Div,143,Manassas City ,English: Writing,Economically Disadvantaged,59,63,61
Div,143,Manassas City ,History and Social Sciences,Economically Disadvantaged,68,71,73
Div,143,Manassas City ,Mathematics,Economically Disadvantaged,64,73,73
Div,143,Manassas City ,Science,Economically Disadvantaged,63,62,63
Div,143,Manassas City ,English: Reading,Female,67,74,75
Div,143,Manassas City ,English: Writing,Female,75,76,77
Div,143,Manassas City ,History and Social Sciences,Female,75,79,78
Div,143,Manassas City ,Mathematics,Female,72,80,80
Div,143,Manassas City ,Science,Female,74,75,70
Div,143,Manassas City ,English: Reading,Black,59,68,68
Div,143,Manassas City ,English: Writing,Black,65,63,64
Div,143,Manassas City ,History and Social Sciences,Black,69,77,72
Div,143,Manassas City ,Mathematics,Black,66,72,72
Div,143,Manassas City ,Science,Black,71,65,72
Div,143,Manassas City ,English: Reading,Hispanic,58,65,68
Div,143,Manassas City ,English: Writing,Hispanic,60,64,67
Div,143,Manassas City ,History and Social Sciences,Hispanic,72,74,77
Div,143,Manassas City ,Mathematics,Hispanic,66,76,75
Div,143,Manassas City ,Science,Hispanic,65,67,65
Div,143,Manassas City ,English: Reading,Limited English Proficient,48,54,58
Div,143,Manassas City ,English: Writing,Limited English Proficient,44,31,44
Div,143,Manassas City ,History and Social Sciences,Limited English Proficient,62,61,66
Div,143,Manassas City ,Mathematics,Limited English Proficient,58,69,69
Div,143,Manassas City ,Science,Limited English Proficient,55,48,48
Div,143,Manassas City ,English: Reading,Male,65,70,72
Div,143,Manassas City ,English: Writing,Male,65,68,67
Div,143,Manassas City ,History and Social Sciences,Male,78,81,82
Div,143,Manassas City ,Mathematics,Male,70,77,77
Div,143,Manassas City ,Science,Male,74,73,75
Div,143,Manassas City ,English: Reading,Students with Disabilities,43,46,49
Div,143,Manassas City ,English: Writing,Students with Disabilities,46,28,43
Div,143,Manassas City ,History and Social Sciences,Students with Disabilities,51,55,58
Div,143,Manassas City ,Mathematics,Students with Disabilities,41,48,51
Div,143,Manassas City ,Science,Students with Disabilities,56,45,48
Div,143,Manassas City ,English: Reading,White,84,88,88
Div,143,Manassas City ,English: Writing,White,88,85,82
Div,143,Manassas City ,History and Social Sciences,White,86,91,92
Div,143,Manassas City ,Mathematics,White,83,86,89
Div,143,Manassas City ,Science,White,87,89,93
Div,144,Manassas Park City ,English: Reading,All Students,65,71,71
Div,144,Manassas Park City ,English: Writing,All Students,71,78,76
Div,144,Manassas Park City ,History and Social Sciences,All Students,81,79,82
Div,144,Manassas Park City ,Mathematics,All Students,72,76,77
Div,144,Manassas Park City ,Science,All Students,66,68,77
Div,144,Manassas Park City ,English: Reading,Asian,80,86,89
Div,144,Manassas Park City ,English: Writing,Asian,86,92,86
Div,144,Manassas Park City ,History and Social Sciences,Asian,93,96,91
Div,144,Manassas Park City ,Mathematics,Asian,90,87,91
Div,144,Manassas Park City ,Science,Asian,92,89,91
Div,144,Manassas Park City ,English: Reading,Economically Disadvantaged,54,62,63
Div,144,Manassas Park City ,English: Writing,Economically Disadvantaged,59,66,65
Div,144,Manassas Park City ,History and Social Sciences,Economically Disadvantaged,73,72,77
Div,144,Manassas Park City ,Mathematics,Economically Disadvantaged,65,71,72
Div,144,Manassas Park City ,Science,Economically Disadvantaged,57,58,70
Div,144,Manassas Park City ,English: Reading,Female,69,75,75
Div,144,Manassas Park City ,English: Writing,Female,75,82,81
Div,144,Manassas Park City ,History and Social Sciences,Female,80,75,83
Div,144,Manassas Park City ,Mathematics,Female,74,78,79
Div,144,Manassas Park City ,Science,Female,64,66,78
Div,144,Manassas Park City ,English: Reading,Black,68,74,70
Div,144,Manassas Park City ,English: Writing,Black,68,72,74
Div,144,Manassas Park City ,History and Social Sciences,Black,78,85,81
Div,144,Manassas Park City ,Mathematics,Black,70,78,77
Div,144,Manassas Park City ,Science,Black,53,65,79
Div,144,Manassas Park City ,English: Reading,Hispanic,55,64,65
Div,144,Manassas Park City ,English: Writing,Hispanic,64,70,71
Div,144,Manassas Park City ,History and Social Sciences,Hispanic,78,72,77
Div,144,Manassas Park City ,Mathematics,Hispanic,67,71,72
Div,144,Manassas Park City ,Science,Hispanic,60,58,68
Div,144,Manassas Park City ,English: Reading,Limited English Proficient,41,53,55
Div,144,Manassas Park City ,English: Writing,Limited English Proficient,49,51,44
Div,144,Manassas Park City ,History and Social Sciences,Limited English Proficient,71,63,65
Div,144,Manassas Park City ,Mathematics,Limited English Proficient,59,65,64
Div,144,Manassas Park City ,Science,Limited English Proficient,48,39,54
Div,144,Manassas Park City ,English: Reading,Male,61,68,68
Div,144,Manassas Park City ,English: Writing,Male,67,73,72
Div,144,Manassas Park City ,History and Social Sciences,Male,82,83,81
Div,144,Manassas Park City ,Mathematics,Male,71,74,75
Div,144,Manassas Park City ,Science,Male,69,69,75
Div,144,Manassas Park City ,English: Reading,Students with Disabilities,34,37,36
Div,144,Manassas Park City ,English: Writing,Students with Disabilities,32,24,31
Div,144,Manassas Park City ,History and Social Sciences,Students with Disabilities,55,50,68
Div,144,Manassas Park City ,Mathematics,Students with Disabilities,46,44,49
Div,144,Manassas Park City ,Science,Students with Disabilities,38,34,53
Div,144,Manassas Park City ,English: Reading,White,77,81,81
Div,144,Manassas Park City ,English: Writing,White,77,89,85
Div,144,Manassas Park City ,History and Social Sciences,White,86,86,91
Div,144,Manassas Park City ,Mathematics,White,79,82,87
Div,144,Manassas Park City ,Science,White,77,82,91
Div,116,Martinsville City ,English: Reading,All Students,54,62,63
Div,116,Martinsville City ,English: Writing,All Students,61,65,60
Div,116,Martinsville City ,History and Social Sciences,All Students,72,67,70
Div,116,Martinsville City ,Mathematics,All Students,52,59,60
Div,116,Martinsville City ,Science,All Students,59,58,60
Div,116,Martinsville City ,English: Reading,Asian,76,92,100
Div,116,Martinsville City ,English: Writing,Asian,<,<,<
Div,116,Martinsville City ,History and Social Sciences,Asian,88,<,<
Div,116,Martinsville City ,Mathematics,Asian,88,85,83
Div,116,Martinsville City ,Science,Asian,77,<,<
Div,116,Martinsville City ,English: Reading,Economically Disadvantaged,44,55,56
Div,116,Martinsville City ,English: Writing,Economically Disadvantaged,53,53,50
Div,116,Martinsville City ,History and Social Sciences,Economically Disadvantaged,65,60,65
Div,116,Martinsville City ,Mathematics,Economically Disadvantaged,45,52,55
Div,116,Martinsville City ,Science,Economically Disadvantaged,52,51,52
Div,116,Martinsville City ,English: Reading,Female,57,67,65
Div,116,Martinsville City ,English: Writing,Female,65,72,66
Div,116,Martinsville City ,History and Social Sciences,Female,70,70,68
Div,116,Martinsville City ,Mathematics,Female,55,62,64
Div,116,Martinsville City ,Science,Female,58,59,59
Div,116,Martinsville City ,English: Reading,Black,44,52,52
Div,116,Martinsville City ,English: Writing,Black,54,56,51
Div,116,Martinsville City ,History and Social Sciences,Black,63,60,63
Div,116,Martinsville City ,Mathematics,Black,43,50,51
Div,116,Martinsville City ,Science,Black,47,48,51
Div,116,Martinsville City ,English: Reading,Hispanic,43,65,65
Div,116,Martinsville City ,English: Writing,Hispanic,60,67,71
Div,116,Martinsville City ,History and Social Sciences,Hispanic,72,72,76
Div,116,Martinsville City ,Mathematics,Hispanic,55,59,71
Div,116,Martinsville City ,Science,Hispanic,64,62,74
Div,116,Martinsville City ,English: Reading,Limited English Proficient,28,52,61
Div,116,Martinsville City ,English: Writing,Limited English Proficient,45,30,58
Div,116,Martinsville City ,History and Social Sciences,Limited English Proficient,70,48,64
Div,116,Martinsville City ,Mathematics,Limited English Proficient,47,55,68
Div,116,Martinsville City ,Science,Limited English Proficient,53,41,62
Div,116,Martinsville City ,English: Reading,Male,52,58,61
Div,116,Martinsville City ,English: Writing,Male,59,59,55
Div,116,Martinsville City ,History and Social Sciences,Male,73,64,72
Div,116,Martinsville City ,Mathematics,Male,49,56,57
Div,116,Martinsville City ,Science,Male,60,58,62
Div,116,Martinsville City ,English: Reading,Students with Disabilities,30,38,32
Div,116,Martinsville City ,English: Writing,Students with Disabilities,45,32,18
Div,116,Martinsville City ,History and Social Sciences,Students with Disabilities,45,32,35
Div,116,Martinsville City ,Mathematics,Students with Disabilities,25,33,30
Div,116,Martinsville City ,Science,Students with Disabilities,32,22,21
Div,116,Martinsville City ,English: Reading,White,74,83,84
Div,116,Martinsville City ,English: Writing,White,73,84,81
Div,116,Martinsville City ,History and Social Sciences,White,88,81,83
Div,116,Martinsville City ,Mathematics,White,68,76,74
Div,116,Martinsville City ,Science,White,80,78,76
Div,57,Mathews County ,English: Reading,All Students,72,79,78
Div,57,Mathews County ,English: Writing,All Students,74,79,78
Div,57,Mathews County ,History and Social Sciences,All Students,85,86,87
Div,57,Mathews County ,Mathematics,All Students,72,75,68
Div,57,Mathews County ,Science,All Students,81,82,85
Div,57,Mathews County ,English: Reading,Asian,<,<,<
Div,57,Mathews County ,English: Writing,Asian,<,<,<
Div,57,Mathews County ,History and Social Sciences,Asian,<,<,<
Div,57,Mathews County ,Mathematics,Asian,<,<,<
Div,57,Mathews County ,Science,Asian,<,<,<
Div,57,Mathews County ,English: Reading,Economically Disadvantaged,61,69,70
Div,57,Mathews County ,English: Writing,Economically Disadvantaged,60,73,66
Div,57,Mathews County ,History and Social Sciences,Economically Disadvantaged,81,79,82
Div,57,Mathews County ,Mathematics,Economically Disadvantaged,64,66,60
Div,57,Mathews County ,Science,Economically Disadvantaged,69,73,78
Div,57,Mathews County ,English: Reading,Female,75,82,80
Div,57,Mathews County ,English: Writing,Female,81,89,89
Div,57,Mathews County ,History and Social Sciences,Female,83,83,85
Div,57,Mathews County ,Mathematics,Female,75,80,74
Div,57,Mathews County ,Science,Female,79,81,85
Div,57,Mathews County ,English: Reading,Black,48,76,63
Div,57,Mathews County ,English: Writing,Black,50,78,58
Div,57,Mathews County ,History and Social Sciences,Black,72,81,73
Div,57,Mathews County ,Mathematics,Black,56,70,60
Div,57,Mathews County ,Science,Black,59,67,63
Div,57,Mathews County ,English: Reading,Hispanic,68,80,95
Div,57,Mathews County ,English: Writing,Hispanic,58,<,90
Div,57,Mathews County ,History and Social Sciences,Hispanic,73,93,100
Div,57,Mathews County ,Mathematics,Hispanic,62,76,61
Div,57,Mathews County ,Science,Hispanic,71,93,86
Div,57,Mathews County ,English: Reading,Limited English Proficient,<,<,<
Div,57,Mathews County ,English: Writing,Limited English Proficient,<,,
Div,57,Mathews County ,History and Social Sciences,Limited English Proficient,<,,<
Div,57,Mathews County ,Mathematics,Limited English Proficient,<,<,<
Div,57,Mathews County ,Science,Limited English Proficient,<,,
Div,57,Mathews County ,English: Reading,Male,69,76,76
Div,57,Mathews County ,English: Writing,Male,67,72,70
Div,57,Mathews County ,History and Social Sciences,Male,86,89,89
Div,57,Mathews County ,Mathematics,Male,68,70,62
Div,57,Mathews County ,Science,Male,82,83,86
Div,57,Mathews County ,English: Reading,Students with Disabilities,32,46,38
Div,57,Mathews County ,English: Writing,Students with Disabilities,23,55,40
Div,57,Mathews County ,History and Social Sciences,Students with Disabilities,60,69,49
Div,57,Mathews County ,Mathematics,Students with Disabilities,31,33,27
Div,57,Mathews County ,Science,Students with Disabilities,35,48,51
Div,57,Mathews County ,English: Reading,White,75,79,79
Div,57,Mathews County ,English: Writing,White,79,82,79
Div,57,Mathews County ,History and Social Sciences,White,87,87,87
Div,57,Mathews County ,Mathematics,White,75,76,70
Div,57,Mathews County ,Science,White,84,84,87
Div,58,Mecklenburg County ,English: Reading,All Students,65,73,71
Div,58,Mecklenburg County ,English: Writing,All Students,63,75,75
Div,58,Mecklenburg County ,History and Social Sciences,All Students,78,79,83
Div,58,Mecklenburg County ,Mathematics,All Students,58,74,77
Div,58,Mecklenburg County ,Science,All Students,69,78,79
Div,58,Mecklenburg County ,English: Reading,Asian,92,88,<
Div,58,Mecklenburg County ,English: Writing,Asian,<,<,<
Div,58,Mecklenburg County ,History and Social Sciences,Asian,100,94,100
Div,58,Mecklenburg County ,Mathematics,Asian,80,94,94
Div,58,Mecklenburg County ,Science,Asian,77,91,93
Div,58,Mecklenburg County ,English: Reading,Economically Disadvantaged,58,66,63
Div,58,Mecklenburg County ,English: Writing,Economically Disadvantaged,54,67,69
Div,58,Mecklenburg County ,History and Social Sciences,Economically Disadvantaged,73,73,78
Div,58,Mecklenburg County ,Mathematics,Economically Disadvantaged,52,69,73
Div,58,Mecklenburg County ,Science,Economically Disadvantaged,61,71,74
Div,58,Mecklenburg County ,English: Reading,Female,69,78,76
Div,58,Mecklenburg County ,English: Writing,Female,71,80,83
Div,58,Mecklenburg County ,History and Social Sciences,Female,77,80,84
Div,58,Mecklenburg County ,Mathematics,Female,62,78,82
Div,58,Mecklenburg County ,Science,Female,69,79,83
Div,58,Mecklenburg County ,English: Reading,Black,53,64,59
Div,58,Mecklenburg County ,English: Writing,Black,51,64,68
Div,58,Mecklenburg County ,History and Social Sciences,Black,67,72,76
Div,58,Mecklenburg County ,Mathematics,Black,47,65,70
Div,58,Mecklenburg County ,Science,Black,54,68,70
Div,58,Mecklenburg County ,English: Reading,Hispanic,64,72,76
Div,58,Mecklenburg County ,English: Writing,Hispanic,58,89,78
Div,58,Mecklenburg County ,History and Social Sciences,Hispanic,81,82,84
Div,58,Mecklenburg County ,Mathematics,Hispanic,63,80,85
Div,58,Mecklenburg County ,Science,Hispanic,68,85,84
Div,58,Mecklenburg County ,English: Reading,Limited English Proficient,43,57,79
Div,58,Mecklenburg County ,English: Writing,Limited English Proficient,<,<,<
Div,58,Mecklenburg County ,History and Social Sciences,Limited English Proficient,73,<,83
Div,58,Mecklenburg County ,Mathematics,Limited English Proficient,48,77,86
Div,58,Mecklenburg County ,Science,Limited English Proficient,50,70,<
Div,58,Mecklenburg County ,English: Reading,Male,61,68,66
Div,58,Mecklenburg County ,English: Writing,Male,55,69,66
Div,58,Mecklenburg County ,History and Social Sciences,Male,79,78,82
Div,58,Mecklenburg County ,Mathematics,Male,55,71,73
Div,58,Mecklenburg County ,Science,Male,69,77,76
Div,58,Mecklenburg County ,English: Reading,Students with Disabilities,40,39,37
Div,58,Mecklenburg County ,English: Writing,Students with Disabilities,33,34,39
Div,58,Mecklenburg County ,History and Social Sciences,Students with Disabilities,61,51,55
Div,58,Mecklenburg County ,Mathematics,Students with Disabilities,34,41,39
Div,58,Mecklenburg County ,Science,Students with Disabilities,43,49,49
Div,58,Mecklenburg County ,English: Reading,White,75,81,80
Div,58,Mecklenburg County ,English: Writing,White,73,83,81
Div,58,Mecklenburg County ,History and Social Sciences,White,87,86,89
Div,58,Mecklenburg County ,Mathematics,White,68,82,84
Div,58,Mecklenburg County ,Science,White,81,86,88
Div,59,Middlesex County ,English: Reading,All Students,83,83,81
Div,59,Middlesex County ,English: Writing,All Students,71,73,71
Div,59,Middlesex County ,History and Social Sciences,All Students,89,90,88
Div,59,Middlesex County ,Mathematics,All Students,81,86,81
Div,59,Middlesex County ,Science,All Students,80,83,81
Div,59,Middlesex County ,English: Reading,Asian,<,<,<
Div,59,Middlesex County ,English: Writing,Asian,<,<,
Div,59,Middlesex County ,History and Social Sciences,Asian,<,<,<
Div,59,Middlesex County ,Mathematics,Asian,<,<,<
Div,59,Middlesex County ,Science,Asian,<,<,<
Div,59,Middlesex County ,English: Reading,Economically Disadvantaged,78,73,74
Div,59,Middlesex County ,English: Writing,Economically Disadvantaged,63,63,77
Div,59,Middlesex County ,History and Social Sciences,Economically Disadvantaged,83,84,83
Div,59,Middlesex County ,Mathematics,Economically Disadvantaged,74,79,74
Div,59,Middlesex County ,Science,Economically Disadvantaged,78,76,72
Div,59,Middlesex County ,English: Reading,Female,85,86,86
Div,59,Middlesex County ,English: Writing,Female,80,82,84
Div,59,Middlesex County ,History and Social Sciences,Female,89,90,90
